Time,Temperature (°C),Humidity (%),Air Quality,Health Score,AQI Status
19:06:06,28.8,61.7,134,82,Clean
19:06:13,28.8,61.7,137,82,Clean
19:06:19,28.8,61.8,139,82,Clean
19:06:25,28.8,61.9,132,82,Clean
19:06:32,28.8,61.8,136,82,Clean
19:06:38,28.8,61.8,135,82,Clean
19:06:44,28.8,61.8,138,82,Clean
19:06:51,28.8,61.8,134,82,Clean
19:06:57,28.8,61.7,138,82,Clean
19:07:04,28.8,61.7,139,82,Clean
19:07:10,28.8,61.7,143,82,Clean
19:07:16,28.8,61.8,140,82,Clean
19:07:23,28.8,61.8,137,82,Clean
19:07:29,28.8,61.8,137,82,Clean
19:07:36,28.8,61.8,139,82,Clean
19:07:42,28.8,61.8,137,82,Clean
19:07:48,28.8,61.8,135,82,Clean
19:07:55,28.8,61.8,139,82,Clean
19:08:01,28.8,61.8,136,82,Clean
19:08:07,28.8,61.9,134,82,Clean
19:08:14,28.8,61.8,133,82,Clean
19:08:20,28.9,61.8,135,81,Clean
19:08:27,28.9,61.8,136,81,Clean
19:08:33,28.9,61.9,137,81,Clean
19:08:41,28.9,61.9,136,81,Clean
19:08:47,28.9,61.8,136,81,Clean
19:08:54,28.9,61.8,131,81,Clean
19:09:00,28.9,61.8,140,81,Clean
19:09:06,28.9,61.9,142,81,Clean
19:09:13,28.8,61.8,137,82,Clean
19:09:19,28.8,61.9,133,82,Clean
19:09:26,28.8,61.8,137,82,Clean
19:09:32,28.8,61.9,142,81,Clean
19:09:38,28.8,62,138,81,Clean
19:09:45,28.8,62,133,81,Clean
19:09:51,28.8,62,136,81,Clean
19:09:58,28.8,62,137,81,Clean
19:10:04,28.8,62.1,138,81,Clean
19:10:11,28.8,62.1,134,81,Clean
19:10:17,28.8,62.1,137,81,Clean
19:10:23,28.8,62.1,138,81,Clean
19:10:30,28.8,62.2,135,81,Clean
19:10:36,28.8,62.1,140,81,Clean
19:10:42,28.8,62.1,139,81,Clean
19:10:49,28.8,62.2,138,81,Clean
19:10:55,28.8,62.2,138,81,Clean
19:11:01,28.8,62.2,138,81,Clean
19:11:08,28.8,62.2,139,81,Clean
19:11:14,28.8,62.2,136,81,Clean
19:11:21,28.8,62.2,135,81,Clean
19:11:27,28.8,62.3,134,81,Clean
19:11:33,28.8,62.3,135,81,Clean
19:11:40,28.8,62.3,141,81,Clean
19:11:46,28.8,62.3,144,81,Clean
19:11:52,28.8,62.3,144,81,Clean
19:11:59,28.8,62.3,143,81,Clean
19:12:05,28.8,62.4,140,81,Clean
19:12:12,28.8,62.4,139,81,Clean
19:12:18,28.8,62.4,143,81,Clean
19:12:24,28.8,62.5,147,81,Clean
19:12:31,28.8,62.5,145,81,Clean
19:12:37,28.8,62.5,139,81,Clean
19:12:44,28.8,62.5,141,81,Clean
19:12:50,28.8,62.5,146,81,Clean
19:12:56,28.7,62.6,144,81,Clean
19:13:03,28.7,62.6,142,81,Clean
19:13:09,28.7,62.6,145,81,Clean
19:13:15,28.7,62.7,145,81,Clean
19:13:22,28.7,62.7,143,81,Clean
19:13:28,28.7,62.7,149,81,Clean
19:13:35,28.7,62.8,143,81,Clean
19:13:41,28.7,62.8,141,81,Clean
19:13:47,28.7,62.8,139,81,Clean
19:13:54,28.7,63,140,81,Clean
19:14:00,28.7,63.1,141,81,Clean
19:14:06,28.7,63.1,137,81,Clean
19:14:13,28.7,63,136,81,Clean
19:14:20,28.7,63,145,81,Clean
19:14:26,28.7,63.1,146,81,Clean
19:14:33,28.7,63.1,145,81,Clean
19:14:39,28.7,63.1,143,81,Clean
19:14:45,28.7,63.1,137,81,Clean
19:14:52,28.7,63.1,141,81,Clean
19:14:58,28.7,63.1,140,81,Clean
19:15:04,28.7,63.1,146,81,Clean
19:15:11,28.7,63.1,140,81,Clean
19:15:18,28.7,63.1,149,81,Clean
19:15:24,28.7,63.1,142,81,Clean
19:15:31,28.7,63.1,152,81,Clean
19:15:37,28.7,63.2,146,81,Clean
19:15:43,28.7,63.2,147,81,Clean
19:29:52,28.7,63.2,151,81,Clean
19:29:59,28.7,63.9,147,80,Clean
19:30:06,28.7,63.9,145,80,Clean
19:30:13,28.7,63.9,150,80,Clean
19:30:20,28.7,63.9,142,80,Clean
19:30:27,28.7,63.9,138,80,Clean
19:30:34,28.7,63.9,145,80,Clean
19:30:40,28.7,63.9,143,80,Clean
19:30:47,28.7,63.9,142,80,Clean
19:30:54,28.7,63.9,139,80,Clean
19:31:01,28.7,63.9,145,80,Clean
19:31:08,28.7,63.9,148,80,Clean
19:31:15,28.7,64,145,80,Clean
19:31:22,28.7,64,147,80,Clean
19:31:29,28.7,64,146,80,Clean
19:31:35,28.7,64,139,80,Clean
19:31:42,28.7,63.9,143,80,Clean
19:31:50,28.8,63.9,141,80,Clean
19:31:56,28.7,64,139,80,Clean
19:32:04,28.8,63.8,142,80,Clean
19:32:11,28.8,63.8,138,80,Clean
19:32:18,28.8,63.8,148,80,Clean
19:32:24,28.8,63.8,143,80,Clean
19:32:31,28.8,63.8,147,80,Clean
19:32:38,28.8,63.8,144,80,Clean
19:32:45,28.8,63.8,149,80,Clean
19:32:53,28.8,63.8,143,80,Clean
19:33:01,28.8,63.8,151,80,Clean
19:33:08,28.8,63.8,140,80,Clean
19:33:15,28.8,63.8,143,80,Clean
19:33:22,28.8,63.8,145,80,Clean
19:33:29,28.8,63.8,139,80,Clean
19:33:37,28.8,63.8,147,80,Clean
19:33:43,28.8,63.8,145,80,Clean
19:33:50,28.8,63.8,141,80,Clean
19:33:57,28.8,63.8,140,80,Clean
19:34:03,28.8,63.8,144,80,Clean
19:34:09,28.8,63.8,154,80,Clean
19:34:16,28.8,63.8,148,80,Clean
19:34:23,28.8,63.8,148,80,Clean
19:34:29,28.7,63.9,149,80,Clean
19:34:36,28.7,63.9,150,80,Clean
19:34:42,28.7,64,155,80,Clean
19:34:49,28.7,64,148,80,Clean
19:34:55,28.7,64,148,80,Clean
19:35:02,28.7,64,141,80,Clean
19:35:09,28.7,64,139,80,Clean
19:35:15,28.7,64,140,80,Clean
19:35:22,28.7,64,151,80,Clean
19:35:28,28.7,64,147,80,Clean
19:35:35,28.7,64,153,80,Clean
19:35:41,28.7,64.1,146,80,Clean
19:35:48,28.7,64.1,153,80,Clean
19:35:55,28.7,64.1,143,80,Clean
19:36:01,28.7,64.1,150,80,Clean
19:36:08,28.7,64.1,150,80,Clean
19:36:14,28.7,64.1,149,80,Clean
19:36:21,28.7,64.1,144,80,Clean
19:36:27,28.7,64.1,143,80,Clean
19:36:34,28.7,64.2,155,80,Clean
19:36:41,28.7,64.3,152,80,Clean
19:36:47,28.7,64.4,145,80,Clean
19:36:54,28.7,64.4,148,80,Clean
19:37:01,28.7,64.4,151,80,Clean
19:37:08,28.7,64.4,151,80,Clean
19:37:14,28.7,64.4,145,80,Clean
19:37:21,28.8,64.4,148,80,Clean
19:37:30,28.8,64.4,140,80,Clean
19:37:37,28.8,64.5,140,80,Clean
19:37:43,28.8,64.5,145,80,Clean
19:37:50,28.8,64.5,143,80,Clean
19:38:06,28.8,64.5,146,80,Clean
19:38:13,28.8,64.5,143,80,Clean
19:38:19,28.8,64.6,149,80,Clean
19:38:26,28.8,64.6,148,80,Clean
19:38:32,28.8,64.7,143,80,Clean
19:38:39,28.8,64.7,148,79,Clean
19:38:45,28.8,64.7,147,79,Clean
19:38:52,28.8,64.7,140,80,Clean
19:38:58,28.8,64.7,145,80,Clean
19:39:05,28.8,64.8,147,79,Clean
19:39:11,28.8,64.8,153,79,Clean
19:39:18,28.8,64.8,143,79,Clean
19:39:26,28.8,64.7,149,79,Clean
19:39:32,28.8,64.8,147,79,Clean
19:39:39,28.8,64.8,145,79,Clean
19:39:45,28.8,64.8,149,79,Clean
19:39:52,28.8,64.8,150,79,Clean
19:39:58,28.8,64.9,154,79,Clean
19:40:05,28.8,64.9,149,79,Clean
19:40:11,28.8,64.9,148,79,Clean
19:40:18,28.8,65,150,79,Clean
19:40:26,28.8,65.1,154,79,Clean
19:40:32,28.8,65.3,144,79,Clean
19:40:39,28.8,65.2,152,79,Clean
19:40:45,28.8,65.2,153,79,Clean
19:40:52,28.8,65.2,155,79,Clean
19:40:58,28.8,65.3,152,79,Clean
19:41:05,28.8,65.2,151,79,Clean
19:41:11,28.8,65.2,147,79,Clean
